code_exp;code_clt;date_fac;num_fac;mnt_ttc;mnt_ht
52501;96;31/12/2003;231140;250.0700;250.0700
52501;96;28/01/2004;232278;232.2400;232.2400
52501;96;25/02/2004;234297;232.2400;232.2400
52501;96;31/03/2004;237067;232.2400;232.2400
52501;96;28/04/2004;238518;232.2400;232.2400
52501;96;26/05/2004;240494;232.2400;232.2400
52501;96;30/06/2004;243463;232.2400;232.2400
52501;96;28/07/2004;244931;232.2400;232.2400
52501;96;25/08/2004;246167;232.2400;232.2400
52501;96;29/09/2004;249075;232.2400;232.2400
52501;96;27/10/2004;250879;232.7400;232.7400
52501;96;24/11/2004;252392;232.7400;232.7400
52501;96;29/12/2004;255332;232.7400;232.7400
52501;96;26/01/2005;256814;232.7400;232.7400
52501;96;23/02/2005;258855;232.7400;232.7400
52501;96;30/03/2005;261823;232.7400;232.7400
52501;96;27/04/2005;263288;232.7400;232.7400
52501;96;25/05/2005;264750;232.7400;232.7400
52501;96;29/06/2005;267853;232.7400;232.7400
52501;96;27/07/2005;269363;232.7400;232.7400
52501;96;31/08/2005;271958;255.1700;255.1700
52501;96;31/08/2005;6505;55.8000;55.8000
52501;96;28/09/2005;273995;198.2900;198.2900
52501;96;26/10/2005;275470;278.1900;278.1900
52501;96;27/10/2005;6813;184.5200;184.5200
52501;96;30/11/2005;278036;82.6500;82.6500
52501;96;30/11/2005;6952;3.1200;3.1200
52501;96;28/12/2005;279713;86.7900;86.7900
52501;96;25/01/2006;281065;89.4000;89.4000
52501;96;22/02/2006;283035;103.1300;103.1300
52501;96;29/03/2006;285632;98.0600;98.0600
52501;96;26/04/2006;287589;98.0600;98.0600
52501;96;31/05/2006;289855;264.1500;264.1500
52501;96;30/06/2006;291845;488.4800;488.4800
52501;96;28/07/2006;293820;471.5100;471.5100
52501;96;31/08/2006;295760;582.6400;582.6400
52501;96;29/09/2006;297922;466.6100;466.6100
52501;96;31/10/2006;299646;482.1700;482.1700
52501;96;30/11/2006;301571;497.5500;497.5500
52501;96;29/12/2006;303730;496.3200;496.3200
52501;96;31/01/2007;305428;533.3100;533.3100
52501;96;28/02/2007;307332;543.7200;543.7200
52501;96;30/03/2007;309467;616.9000;616.9000
52501;96;27/04/2007;311203;526.7200;526.7200
52501;96;31/05/2007;312960;572.4800;572.4800
52501;96;29/06/2007;314859;513.1600;513.1600
52501;96;31/07/2007;316770;510.8000;510.8000
52501;96;31/08/2007;318873;510.8000;510.8000
52501;96;28/09/2007;320742;598.9600;598.9600
52501;96;31/10/2007;322403;537.0600;537.0600
52501;96;30/11/2007;324179;524.4100;524.4100
52501;96;28/12/2007;326265;524.4100;524.4100
52501;96;31/01/2008;327952;524.4100;524.4100
52501;96;29/02/2008;329785;524.4100;524.4100
52501;96;28/03/2008;331646;524.4100;524.4100
52501;96;30/04/2008;333526;540.5000;540.5000
52501;96;30/05/2008;335532;535.4300;535.4300
52501;96;27/06/2008;337167;554.0600;554.0600
52501;96;31/07/2008;339261;565.0800;565.0800
52501;96;29/08/2008;340804;557.4700;557.4700
52501;96;30/09/2008;342827;554.1200;554.1200
52501;96;31/10/2008;344582;632.1600;632.1600
52501;96;28/11/2008;346284;550.1500;550.1500
52501;96;10/12/2008;11016;3245.3000;3245.3000
52501;96;31/12/2008;347945;805.6800;805.6800
52501;96;30/01/2009;349619;566.0100;566.0100
52501;96;27/02/2009;351238;566.0100;566.0100
52501;96;31/03/2009;352925;600.7700;600.7700
52501;96;30/04/2009;354433;759.3900;759.3900
52501;96;29/05/2009;356214;809.7500;809.7500
52501;96;29/05/2009;12066;26.8900;26.8900
52501;96;29/05/2009;12067;30.0200;30.0200
52501;96;29/05/2009;12068;24.0100;24.0100
52501;96;29/05/2009;12069;27.8400;27.8400
52501;96;29/05/2009;12070;21.8100;21.8100
52501;96;29/05/2009;12071;21.1500;21.1500
52501;96;29/05/2009;12072;0.5400;0.5400
52501;96;29/05/2009;12073;0.5400;0.5400
52501;96;29/05/2009;12074;0.5400;0.5400
52501;96;29/05/2009;12075;0.5400;0.5400
52501;96;16/06/2009;12188;27.4300;27.4300
52501;96;16/06/2009;12189;30.5600;30.5600
52501;96;16/06/2009;12190;24.5500;24.5500
52501;96;16/06/2009;12191;21.1500;21.1500
52501;96;16/06/2009;12192;20.7300;20.7300
52501;96;16/06/2009;12193;28.3800;28.3800
52501;96;30/06/2009;357987;844.1500;844.1500
52501;96;20/07/2009;778112;0.0000;0.0000
52501;96;31/07/2009;359622;1104.2400;1104.2400
52501;96;31/08/2009;361261;1084.7700;1084.7700
52501;96;30/09/2009;362917;1813.6300;1813.6300
52501;96;30/10/2009;364541;769.4100;769.4100
52501;96;30/11/2009;365987;760.5000;760.5000
52501;96;31/12/2009;367839;789.1000;789.1000
52501;96;29/01/2010;369343;797.6500;797.6500
52501;96;09/02/2010;13644;1.1500;1.1500
52501;96;26/02/2010;370934;786.0900;786.0900
52501;96;23/03/2010;13857;1.3900;1.3900
52501;96;31/03/2010;372588;786.0900;786.0900
52501;96;30/04/2010;374203;786.0900;786.0900
52501;96;31/05/2010;375827;855.9000;855.9000
52501;96;30/06/2010;377268;892.4000;892.4000
52501;96;30/07/2010;379055;991.3600;991.3600
52501;96;31/08/2010;380686;866.3600;866.3600
52501;96;30/09/2010;382432;943.7500;943.7500
52501;96;29/10/2010;384070;905.4500;905.4500
52501;96;16/11/2010;778112;0.0000;0.0000
52501;96;30/11/2010;385464;923.6600;923.6600
52501;96;31/12/2010;387418;1139.6600;1139.6600
52501;96;31/01/2011;388995;913.9800;913.9800
52501;96;28/02/2011;390606;876.1600;876.1600
52501;96;31/03/2011;392101;862.3100;862.3100
52501;96;29/04/2011;393998;1048.5600;1048.5600
52501;96;31/05/2011;395673;1241.0300;1241.0300
52501;96;30/06/2011;397342;945.0200;945.0200
52501;96;29/07/2011;399098;898.4100;898.4100
52501;96;31/08/2011;400810;1243.7600;1243.7600
52501;96;30/09/2011;402519;1126.5700;1126.5700
52501;96;31/10/2011;404126;877.4400;877.4400
52501;96;30/11/2011;405701;867.1600;867.1600
52501;96;30/12/2011;407639;862.0200;862.0200
52501;96;31/01/2012;409302;847.8400;847.8400
52501;96;29/02/2012;410778;1020.0300;1020.0300
52501;96;30/03/2012;412754;929.1700;929.1700
52501;96;30/04/2012;414295;825.7200;825.7200
52501;96;31/05/2012;416148;825.0400;825.0400
52501;96;29/06/2012;417908;1027.1000;1027.1000
52501;96;31/07/2012;419614;1354.2400;1354.2400
52501;96;31/08/2012;421157;835.2400;835.2400
52501;96;31/08/2012;18950;82.7600;82.7600
52501;96;28/09/2012;423056;749.0300;749.0300
52501;96;27/09/2012;19139;128.0500;128.0500
52501;96;25/10/2012;19337;115.5600;115.5600
52501;96;31/10/2012;424784;827.9500;827.9500
52501;96;30/11/2012;426471;860.6500;860.6500
52501;96;31/12/2012;428188;869.2200;869.2200
52501;96;31/01/2013;429630;869.2200;869.2200
52501;96;28/02/2013;431427;850.4800;850.4800
52501;96;22/03/2013;20351;42.4900;42.4900
52501;96;22/03/2013;20352;75.1200;75.1200
52501;96;29/03/2013;433133;750.5600;750.5600
52501;96;29/04/2013;434650;720.9300;720.9300
52501;96;31/05/2013;436403;880.6200;880.6200
52501;96;28/06/2013;438069;1034.1200;1034.1200
52501;96;31/07/2013;439694;799.2500;799.2500
52501;96;30/08/2013;441305;813.6100;813.6100
52501;96;30/09/2013;442978;819.1200;819.1200
52501;96;31/10/2013;444417;881.7100;881.7100
52501;96;11/11/2013;958168;78.4600;78.4600
52501;96;29/11/2013;446215;835.5400;835.5400
52501;96;11/12/2013;446307;-25.3400;-25.3400
52501;96;11/12/2013;446319;-9.1200;-9.1200
52501;96;25/05/2006;288660;68.4500;68.4500
52501;96;25/05/2006;288661;68.4300;68.4300
52501;96;26/05/2006;288924;78.4600;78.4600
5601;98;01/10/2007;778112;862.9100;721.5000
5601;98;01/10/2007;920630;862.9100;721.5000
5601;98;01/01/2008;961621;883.7500;738.9200
5601;98;01/04/2008;963017;883.6400;738.8300
5601;98;01/07/2008;964391;883.6400;738.8300
5601;98;01/10/2008;965765;963.6900;805.7600
5601;98;01/01/2009;967163;890.9100;744.9100
5601;98;01/04/2009;968556;942.5800;788.1100
5601;98;01/07/2009;969937;942.5800;788.1100
5601;98;01/10/2009;778112;0.0000;0.0000
5601;99;01/09/2007;778112;267.7500;223.8700
5601;99;19/09/2007;920249;340.4400;284.6500
5601;99;01/10/2007;778112;267.7500;223.8700
5601;99;01/10/2007;920438;267.7500;223.8700
5601;99;31/10/2007;20997;72.6900;60.7800
5601;99;01/11/2007;778112;0.0000;0.0000
5601;104;01/09/2007;778112;113.6200;95.0000
5601;104;19/09/2007;920250;113.6200;95.0000
5601;104;01/10/2007;778112;113.6200;95.0000
5601;104;01/10/2007;920439;113.6200;95.0000
5601;104;01/11/2007;960621;159.1200;133.0400
5601;104;01/12/2007;961028;141.9400;118.6800
5601;104;01/01/2008;961434;113.6200;95.0000
5601;104;01/02/2008;962055;136.7300;114.3200
5601;104;01/03/2008;962446;123.5700;103.3200
5601;104;01/04/2008;962843;123.8100;103.5200
5601;104;01/05/2008;963416;123.9900;103.6700
5601;104;02/06/2008;963819;142.5500;119.1900
5601;104;01/07/2008;964224;140.0000;117.0600
5601;104;01/08/2008;964804;123.9900;103.6700
5601;104;01/09/2008;965216;118.8900;99.4100
5601;104;01/10/2008;965600;143.8400;120.2700
5601;104;01/11/2008;966187;139.5100;116.6500
5601;104;01/12/2008;966585;125.5400;104.9700
5601;104;01/01/2009;967012;142.2000;118.9000
5601;104;02/02/2009;967595;139.3800;116.5400
5601;104;02/03/2009;967991;133.6200;111.7200
5601;104;01/04/2009;968405;139.5400;116.6700
5601;104;01/05/2009;968977;162.1500;135.5800
5601;104;01/06/2009;969368;150.8200;126.1000
5601;104;01/07/2009;969793;139.5400;116.6700
5601;104;01/08/2009;970347;139.0700;116.2800
5601;104;01/09/2009;970740;139.0700;116.2800
5601;104;01/10/2009;971151;178.5700;149.3100
5601;104;02/11/2009;971726;147.2900;123.1500
5601;104;01/12/2009;972132;139.0700;116.2800
5601;104;01/01/2010;972524;139.0700;116.2800
5601;104;01/02/2010;973090;144.5500;120.8600
5601;104;01/03/2010;973526;139.0700;116.2800
5601;104;01/04/2010;973953;161.3800;134.9300
5601;104;01/05/2010;974529;139.0700;116.2800
5601;104;01/06/2010;974918;139.0700;116.2800
5601;104;01/07/2010;975330;139.0700;116.2800
5601;104;02/08/2010;975839;145.0400;121.2700
5601;104;01/09/2010;976241;145.0400;121.2700
5601;104;01/10/2010;976631;145.0400;121.2700
5601;104;01/11/2010;977148;156.4600;130.8200
5601;104;01/12/2010;977511;145.0400;121.2700
5601;104;01/01/2011;977873;148.8800;124.4800
5601;104;01/02/2011;978370;154.8100;129.4400
5601;104;01/03/2011;978765;151.8400;126.9600
5601;104;01/04/2011;979175;169.6300;141.8300
5601;104;02/05/2011;979702;148.8800;124.4800
5601;104;01/06/2011;980119;151.8400;126.9600
5601;104;01/07/2011;980547;148.8800;124.4800
5601;104;01/08/2011;981083;158.9800;132.9300
5601;104;01/09/2011;981494;156.0200;130.4500
5601;104;01/10/2011;981921;162.2400;135.6500
5601;104;01/11/2011;982456;156.0200;130.4500
5601;104;01/12/2011;982879;174.6600;146.0400
5601;104;02/01/2012;983290;162.2400;135.6500
5601;104;01/02/2012;983823;171.5500;143.4400
5601;104;01/03/2012;984250;156.0200;130.4500
5601;104;02/04/2012;984668;165.3400;138.2400
5601;104;01/05/2012;985187;159.1300;133.0500
5601;104;01/06/2012;985590;162.2400;135.6500
5601;104;02/07/2012;986030;162.2400;135.6500
5601;104;01/08/2012;986572;175.5500;146.7800
5601;104;01/09/2012;987001;163.5900;136.7800
5601;104;01/10/2012;987417;190.9200;159.6300
5601;104;01/11/2012;987957;221.8500;185.4900
5601;104;01/12/2012;988383;183.5100;153.4400
5601;104;01/01/2013;988849;176.7000;147.7400
5601;104;01/02/2013;989400;180.3100;150.7600
5601;104;01/03/2013;989862;183.9100;153.7700
5601;104;01/04/2013;990327;176.7000;147.7400
5601;104;01/05/2013;990887;212.8000;177.9300
5601;104;01/06/2013;991354;198.5400;166.0000
5601;104;01/07/2013;991824;194.7400;162.8300
5601;104;01/08/2013;992380;185.6200;155.2000
5601;104;02/09/2013;992837;185.6200;155.2000
5601;104;01/10/2013;993325;263.4500;226.8300
5601;104;01/11/2013;993906;231.0200;193.1600
5601;104;02/12/2013;994392;252.1000;217.3400
5601;104;01/01/2014;994804;193.8400;161.5300
5601;104;01/02/2014;995347;186.2400;155.2000
5601;104;01/03/2014;995785;230.0300;198.3600
5601;104;01/04/2014;996228;197.6300;164.6900
5601;104;01/05/2014;996771;250.9700;209.1400
5601;104;02/06/2014;997219;197.6300;164.6900
5601;104;01/07/2014;997666;212.8100;177.3400
5601;104;01/08/2014;998200;223.6000;186.3300
5601;104;01/09/2014;998651;195.2800;162.7300
5601;104;01/10/2014;999130;218.9300;182.4400
5601;104;01/11/2014;999641;226.8200;189.0200
5601;104;01/12/2014;950086;219.1400;182.6200
5601;104;01/01/2015;950574;242.7200;202.2700
5601;104;02/02/2015;951171;195.2800;162.7300
5601;104;02/03/2015;951669;195.2900;162.7400
5601;104;01/04/2015;952167;235.2900;202.7400
5601;104;01/05/2015;952743;235.2900;202.7400
5601;104;01/06/2015;953231;195.2900;162.7400
5601;104;08/06/2015;49375;57.5800;47.9800
5601;104;01/07/2015;953767;199.2400;166.0300
5601;104;01/08/2015;954343;235.1500;195.9600
5601;104;01/09/2015;954813;202.2600;168.5500
5601;104;01/10/2015;955347;291.4800;249.5700
5601;105;01/09/2007;778112;174.2200;145.6700
5601;105;19/09/2007;920251;174.2200;145.6700
5601;105;01/10/2007;778112;174.2200;145.6700
5601;105;01/10/2007;920440;174.2200;145.6700
5601;105;01/11/2007;960622;179.2200;149.8500
5601;105;01/12/2007;961029;176.7200;147.7600
5601;105;01/01/2008;961435;174.2200;145.6700
5601;105;01/02/2008;962056;179.2200;149.8500
5601;105;01/03/2008;962447;174.2200;145.6700
5601;105;01/04/2008;962844;180.9100;151.2600
5601;105;01/05/2008;963417;180.9700;151.3100
5601;105;02/06/2008;963820;180.9700;151.3100
5601;105;01/07/2008;964225;180.9700;151.3100
5601;105;01/08/2008;964805;183.5300;153.4500
5601;105;01/09/2008;965217;183.5300;153.4500
5601;105;01/10/2008;965601;188.3800;157.5100
5601;105;21/10/2008;965964;188.3800;157.5100
5601;105;21/10/2008;23436;188.3800;157.5100
5601;105;01/11/2008;966188;193.7900;162.0300
5601;105;01/12/2008;966586;191.0800;159.7700
5601;105;01/01/2009;967013;193.7900;162.0300
5601;105;02/02/2009;967596;188.3800;157.5100
5601;105;02/03/2009;967992;188.3800;157.5100
5601;105;01/04/2009;968406;203.0200;169.7500
5601;105;01/05/2009;968978;91.1000;76.1700
5601;105;01/06/2009;969369;239.5700;200.3100
5601;105;01/07/2009;969794;180.3900;150.8300
5601;105;30/07/2009;25831;151.2700;126.4800
5601;105;01/08/2009;970348;190.8200;159.5500
5601;105;12/08/2009;25973;14.6400;12.2400
5601;105;01/09/2009;970741;188.5100;157.6200
5601;105;01/10/2009;971152;183.6500;153.5500
5601;105;07/10/2009;26329;12.0400;10.0700
5601;105;02/11/2009;971727;183.6500;153.5500
5601;105;01/12/2009;972133;183.6500;153.5500
5601;105;01/01/2010;972525;183.6500;153.5500
5601;105;01/02/2010;973091;183.6500;153.5500
5601;105;01/03/2010;973527;183.6500;153.5500
5601;105;01/04/2010;973954;183.6500;153.5500
5601;105;01/05/2010;974530;183.6500;153.5500
5601;105;01/06/2010;974919;183.6500;153.5500
5601;105;01/07/2010;975331;183.6500;153.5500
5601;105;02/08/2010;975840;191.5500;160.1600
5601;105;01/09/2010;976242;204.2500;170.7800
5601;105;17/09/2010;29360;45.9100;38.3900
5601;105;01/10/2010;976632;191.5500;160.1600
5601;105;18/10/2010;29659;12.7000;10.6200
5601;105;01/11/2010;977149;191.5500;160.1600
5601;105;01/12/2010;977512;191.5500;160.1600
5601;105;01/01/2011;977874;197.0800;164.7800
5601;105;01/02/2011;978371;197.0800;164.7800
5601;105;01/03/2011;978766;197.0800;164.7800
5601;105;01/04/2011;979176;197.0800;164.7800
5601;105;02/05/2011;979703;199.7200;166.9900
5601;105;01/06/2011;980120;199.7200;166.9900
5601;105;01/07/2011;980548;197.0800;164.7800
5601;105;01/08/2011;981084;211.8100;177.1000
5601;105;01/09/2011;981495;206.5400;172.6900
5601;105;01/10/2011;981922;231.4300;193.5000
5601;105;01/11/2011;982457;206.5400;172.6900
5601;105;01/12/2011;982880;214.8400;179.6300
5601;105;02/01/2012;983291;206.5400;172.6900
5601;105;01/02/2012;983824;220.7700;184.5900
5601;105;01/03/2012;984251;206.5400;172.6900
5601;105;19/03/2012;34398;14.2300;11.9000
5601;105;02/04/2012;984669;206.5400;172.6900
5601;105;01/05/2012;985188;206.5400;172.6900
5601;105;01/06/2012;985591;206.5400;172.6900
5601;105;02/07/2012;986031;206.5400;172.6900
5601;105;01/08/2012;986573;216.5500;181.0600
5601;105;01/09/2012;987002;216.5500;181.0600
5601;105;01/10/2012;987418;222.6100;186.1300
5601;105;01/11/2012;987958;220.0800;184.0100
5601;105;01/12/2012;988384;232.7700;194.6200
5601;105;14/12/2012;37032;3.5300;2.9500
5601;105;01/01/2013;988850;229.2400;191.6700
5601;105;17/01/2013;37464;3.5300;2.9500
5601;105;01/02/2013;989401;229.2400;191.6700
5601;105;01/03/2013;989863;229.2400;191.6700
5601;105;01/04/2013;990328;229.2400;191.6700
5601;105;01/05/2013;990888;251.7100;210.4600
5601;105;01/06/2013;991355;229.2400;191.6700
5601;105;21/06/2013;39276;22.4700;18.7900
5601;105;01/07/2013;991825;229.2400;191.6700
5601;105;01/08/2013;992381;240.1200;200.7700
5601;105;02/09/2013;992838;227.2800;190.0300
5601;105;23/09/2013;40459;12.8500;10.7400
5601;105;01/10/2013;993326;234.0100;195.6600
5601;105;01/11/2013;993907;230.6400;192.8400
5601;105;13/11/2013;41208;6.7300;5.6300
5601;105;02/12/2013;994393;227.2800;190.0300
5601;105;16/12/2013;41668;3.3600;2.8100
5601;105;01/01/2014;994805;229.2400;191.0300
5601;105;01/02/2014;995348;229.2400;191.0300
5601;105;01/03/2014;995786;229.2400;191.0300
5601;105;01/04/2014;996229;239.3600;199.4700
5601;105;01/05/2014;996772;232.6100;193.8400
5601;105;02/06/2014;997220;229.2400;191.0300
5601;105;27/06/2014;43679;10.1300;8.4400
5601;105;01/07/2014;997667;229.2400;191.0300
5601;105;01/08/2014;998201;241.4400;201.2000
5601;105;01/09/2014;998652;238.0700;198.3900
5601;105;01/10/2014;999131;248.5900;207.1600
5601;105;01/11/2014;999642;241.5700;201.3100
5601;105;20/11/2014;46300;10.5200;8.7700
5601;105;01/12/2014;950087;238.0700;198.3900
5601;105;01/01/2015;950575;245.0800;204.2300
5601;105;02/02/2015;951172;238.0700;198.3900
5601;105;17/02/2015;47619;7.0100;5.8400
5601;105;02/03/2015;951670;238.0700;198.3900
5601;105;01/04/2015;952168;255.6000;213.0000
5601;105;01/05/2015;952744;238.0700;198.3900
5601;105;12/05/2015;48921;17.5300;14.6100
5601;105;01/06/2015;953232;238.0700;198.3900
5601;105;01/07/2015;953768;259.1000;215.9200
5601;105;01/08/2015;954344;253.9000;211.5800
5601;105;01/09/2015;954814;253.9000;211.5800
5601;105;01/10/2015;955348;246.6400;205.5300
5601;105;02/11/2015;955937;246.6400;205.5300
5601;105;01/12/2015;956428;278.5200;232.1000
5601;105;24/12/2015;52098;31.8800;26.5700
5601;105;01/01/2016;960016;246.6400;205.5300
5601;105;01/02/2016;960631;257.5300;214.6100
5601;105;01/03/2016;961159;246.6400;205.5300
5601;105;01/04/2016;961704;246.6400;205.5300
5601;105;02/05/2016;962320;253.9000;211.5800
5601;105;01/06/2016;962868;246.6400;205.5300
5601;105;01/07/2016;963455;250.2700;208.5600
5601;105;01/08/2016;964062;254.0200;211.6800
5601;105;01/09/2016;964611;254.0200;211.6800
5601;105;01/10/2016;965183;294.0200;251.6800
5601;105;01/11/2016;965799;257.7600;214.8000
5601;105;01/12/2016;966368;305.2400;261.0300
5601;105;02/01/2017;968015;254.0200;211.6800
5601;105;01/02/2017;778112;0.0000;0.0000
5601;105;01/03/2017;778112;0.0000;0.0000
5601;116;01/09/2007;778112;585.4400;489.5000
5601;116;19/09/2007;920252;604.7200;505.6200
5601;116;01/10/2007;778112;585.4400;489.5000
5601;116;01/10/2007;920441;585.4400;489.5000
5601;116;01/11/2007;960623;677.0200;566.0700
5601;116;01/12/2007;961030;739.6800;618.4600
5601;116;01/01/2008;961436;598.3600;500.3000
5601;116;01/02/2008;962057;585.4400;489.5000
5601;116;01/03/2008;962448;613.3300;512.8200
5601;116;01/04/2008;962845;676.5100;565.6400
5601;116;01/05/2008;963418;615.4000;514.5500
5601;116;02/06/2008;963821;608.0000;508.3600
5601;116;01/07/2008;964226;762.7800;637.7800
5601;116;01/08/2008;964806;659.7100;551.6000
5601;116;01/09/2008;965218;628.4400;525.4500
5601;116;01/10/2008;965602;719.7300;601.7800
5601;116;01/11/2008;966189;756.1000;632.1900
5601;116;01/12/2008;966587;637.8500;533.3200
5601;116;01/01/2009;967014;705.0200;589.4800
5601;116;02/02/2009;967597;637.8500;533.3200
5601;116;02/03/2009;967993;673.2800;562.9400
5601;116;01/04/2009;968407;763.3800;638.2800
5601;116;01/05/2009;968979;662.8200;554.2000
5601;116;01/06/2009;969370;673.2500;562.9200
5601;116;16/06/2009;969536;47.8400;40.0000
5601;116;01/07/2009;969795;848.5500;709.4900
5601;116;01/08/2009;970349;795.1800;664.8700
5601;116;01/09/2009;970742;894.6300;748.0200
5601;116;01/10/2009;971153;723.3300;604.7900
5601;116;02/11/2009;971728;724.9600;606.1500
5601;116;01/12/2009;972134;800.6500;669.4400
5601;116;01/01/2010;972526;979.3900;818.8900
5601;116;01/02/2010;973092;690.8600;577.6400
5601;116;01/03/2010;973528;774.2100;647.3300
5601;116;01/04/2010;973955;879.3000;735.2000
5601;116;01/05/2010;974531;796.7600;666.1900
5601;116;01/06/2010;974920;737.4700;616.6100
5601;116;01/07/2010;975332;692.5200;579.0300
5601;116;02/08/2010;975841;763.1700;638.1000
5601;116;01/09/2010;976243;853.5000;713.6300
5601;116;01/10/2010;976633;782.1100;653.9400
5601;116;01/11/2010;977150;819.9200;685.5500
5601;116;01/12/2010;977513;825.1800;689.9500
5601;116;01/01/2011;977875;754.5000;630.8500
5601;116;01/02/2011;978372;897.7700;750.6400
5601;116;01/03/2011;978767;767.8900;642.0500
5601;116;01/04/2011;979177;788.8800;659.6000
